#Datenpunkte Wolf ISM8i für Firmware 1.5
#
131;Mischermodul 3;Status Mischerkreispumpe;DPT_Switch;Out/-;-
132;Mischermodul 3;Status Ausgang A1;DPT_Enable;Out/-;-
133;Mischermodul 3;Eingang E1;DPT_Value_Temp;Out/-;°C
134;Mischermodul 3;Eingang E2;DPT_Value_Temp;Out/-;°C
#
135;Solarmodul;Störung;DPT_Switch;Out/-;-
136;Solarmodul;Warmwassertemperatur Solar 1;DPT_Value_Temp;Out/-;°C
137;Solarmodul;Temperatur Kollektor 1;DPT_Value_Temp;Out/-;°C
138;Solarmodul;Eingang E1;DPT_Value_Temp;Out/-;°C
139;Solarmodul;Eingang E2 (Durchfluss);DPT_Value_Volume_Flow;Out/-;l/h
140;Solarmodul;Eingang E3;DPT_Value_Temp;Out/-;°C
141;Solarmodul;Status Solarkreispumpe SKP1;DPT_Switch;Out/-;-
142;Solarmodul;Status Ausgang A1;DPT_Enable;Out/-;-
143;Solarmodul;Status Ausgang A2;DPT_Enable;Out/-;-
144;Solarmodul;Status Ausgang A3;DPT_Enable;Out/-;-
145;Solarmodul;Status Ausgang A4;DPT_Enable;Out/-;-
146;Solarmodul;Durchfluss;DPT_Value_Volume_Flow;Out/-;l/h
147;Solarmodul;aktuelle Leistung;DPT_Power;Out/-;kW
#
148;CWL Excellent;Störung;DPT_Switch;Out/-;-
149;CWL Excellent;Programm;DPT_HVACMode;Out/In;-
150;CWL Excellent;Zeitprogramm 1;DPT_Switch;Out/In;-
151;CWL Excellent;Zeitprogramm 2;DPT_Switch;Out/In;-
152;CWL Excellent;Zeitprogramm 3;DPT_Switch;Out/In;-
153;CWL Excellent;Zeitweise Intensivlüftung AN/AUS;DPT_Switch;Out/In;-
154;CWL Excellent;Zeitweise Intensivlüftung Startdatum;DPT_Date;Out/In;-
155;CWL Excellent;Zeitweise Intensivlüftung Enddatum;DPT_Date;Out/In;-
156;CWL Excellent;Zeitweise Intensivlüftung Startzeit;DPT_TimeOfDay;Out/In;-
157;CWL Excellent;Zeitweise Intensivlüftung Endzeit;DPT_TimeOfDay;Out/In;-
158;CWL Excellent;Zeitweiser Feuchteschutz AN/AUS;DPT_Switch;Out/In;-
